var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,ETIQ
0.1623,0.4937,0.1793,0.1711,0.1792,0.493,0.5044,0.8216,0.8277,0.1844,0.8249,0.1774,0.1677,0.4851,0.8363,0.4851,0.9487852690618122,0.5162419868171622,0.25938607469556263,0.1800393542120794,0.38405203041629454,0.7971196756680442,0.002933444467557722,0.021608009332178213,0.6507153401251266,0.5995977298021923,0.8670367157842959,0.22831555518205143,0.3747589594841128,0.7972938704772978,0.29247798036662165,0.5544694428032663,8
0.1725,0.5035,0.1619,0.144,0.1576,0.5237,0.5088,0.8271,0.8501,0.1527,0.8537,0.1666,0.1514,0.4763,0.8566,0.5083,0.9675813443256969,0.2732819897116995,0.7934683152542272,0.9993146550264654,0.28101594635734495,0.5521659213922961,0.5101570924882937,0.8538465351850774,0.08650950615339381,0.5334709647401691,0.08582193496924712,0.680507512641309,0.6294902830122006,0.7870327899038029,0.8767144013051759,0.439887798206529,8
0.1327,0.4965,0.1586,0.1712,0.1997,0.5305,0.5082,0.8154,0.8076,0.1549,0.8636,0.1603,0.1901,0.4886,0.8095,0.4688,0.2539152918484694,0.35186296588609534,0.06353131496079933,0.5683993270841837,0.9830895701550891,0.5160432915078136,0.7471873386348834,0.18258899788227745,0.8047601327004595,0.8587994461867918,0.6317294596049032,0.6321804334202785,0.2951445369615055,0.4680444631409383,0.7603434824038887,0.9320086017062534,8
0.1627,0.4316,0.2336,0.187,0.1757,0.5175,0.4633,0.7965,0.741,0.1534,0.9192,0.1688,0.1341,0.5023,0.8915,0.5413,0.28653483319013484,0.48589038015851793,0.1752760174375596,0.07943964096863787,0.24821560636452744,0.5330316105881188,0.6569926024318568,0.9587029767417388,0.5472476645930804,0.7711223181548114,0.20599340699363827,0.5286953835443657,0.6689777666660227,0.4504738020140017,0.41534428608578633,0.47254287339308026,8
0.1268,0.546,0.08,0.0907,0.0571,0.5537,0.3913,0.7329,0.9178,0.088,0.8897,0.0689,0.111,0.466,0.79,0.4961,0.1807690699695398,0.9675631386291105,0.7611474579400979,0.3613462172234836,0.7007839456605602,0.9869598761203476,0.9515200909595314,0.5431277941561556,0.6174994841701388,0.2380085065085163,0.26823431375772927,0.18449925670901177,0.6597883612324739,0.4747257490548909,0.2742728943286372,0.26751192838002724,8
0.2074,0.5223,0.2527,0.0849,0.1633,0.5555,0.583,0.8563,0.8518,0.253,0.8435,0.2335,0.1414,0.4609,0.8427,0.539,0.8531292105522629,0.08793118043869286,0.7164424139001498,0.36538338535971626,0.5048576237274035,0.49325794483698115,0.8828683753139801,0.3448933265010974,0.44002045238892146,0.40415604140499845,0.13512718955809,0.8092342595994376,0.36206571376589436,0.9557458185678426,0.9557344982370659,0.9595357173877239,8
0.2429,0.4643,0.224,0.212,0.2002,0.4774,0.4915,0.7739,0.7965,0.093,0.8594,0.1644,0.1641,0.4363,0.7999,0.5055,0.5492212706309704,0.2253936736555736,0.12461133610838071,0.939184034762011,0.5796484206493647,0.9026460215589616,0.3385073473806589,0.10503690364818685,0.477919030876566,0.1947933735775956,0.33001898047409595,0.2759946364059841,0.252536138454798,0.5026499945176195,0.38362271250696384,0.7268635293565835,8
0.1679,0.5004,0.1723,0.1714,0.1688,0.4957,0.4993,0.8296,0.8284,0.1657,0.837,0.1648,0.1684,0.4938,0.8297,0.5047,0.24436154263706256,0.8464058018830232,0.5280906433776121,0.00403347492195838,0.37788927079022205,0.14711590565290622,0.40117470947872524,0.5166650165915996,0.5950398319152573,0.06975881590057062,0.15873712326295655,0.7020989844050759,0.42638251632162205,0.9592162545822724,0.2205635664138484,0.8421193464262807,8
0.1001,0.4409,0.2151,0.2252,0.1162,0.5271,0.5539,0.8447,0.7923,0.2189,0.8475,0.1687,0.2203,0.5231,0.8232,0.4441,0.112917754835822,0.29970351663754513,0.42273604355493,0.8875709514114714,0.7443575467945625,0.7916950477820563,0.43749850861799133,0.7591247135333363,0.6216610478651164,0.5061951213115193,0.6620955053899963,0.5064905865456828,0.8985951136446271,0.06729575703134871,0.45189501804116633,0.7138633124053456,8
0.1787,0.497,0.1687,0.1584,0.1861,0.4997,0.5002,0.843,0.8227,0.1723,0.8194,0.1524,0.1856,0.498,0.813,0.517,0.964258621193633,0.034116719851730815,0.11248172933319278,0.7163252756355735,0.4976647350025929,0.9604526113619773,0.2707157933367087,0.2703637199525838,0.7066292047094485,0.6558452775409814,0.7042865996853903,0.3545393982117412,0.3775632435883157,0.4860882344385554,0.1704876711177682,0.3157573099932257,8
0.1379,0.4786,0.1418,0.1962,0.1481,0.5197,0.5193,0.8035,0.8343,0.1867,0.8455,0.1615,0.1506,0.4801,0.7974,0.5306,0.9856310285405097,0.768499636071202,0.30293769985090335,0.16197294530957285,0.07971486245172321,0.5335135044640833,0.5600219862426593,0.9304762625169541,0.5111717223454674,0.4540153288296247,0.6180305479717341,0.3771763579993753,0.367857097869286,0.15723185592314354,0.48907327313491517,0.06413989158608847,8
0.1595,0.4887,0.1541,0.1558,0.1784,0.5115,0.5003,0.8407,0.8356,0.154,0.8346,0.158,0.1802,0.5016,0.8226,0.5084,0.39321564669345943,0.1646307493070528,0.16271543398810484,0.157433690619466,0.8667776325875234,0.21846522841912586,0.6429385771251419,0.7388964764161117,0.24761313713095076,0.4040561007379046,0.6431696551066268,0.8718575963834612,0.5219675607337049,0.531740562914673,0.6866035793980538,0.7560826399008146,8
0.1831,0.5115,0.1615,0.152,0.1807,0.5009,0.4964,0.8369,0.8282,0.173,0.8398,0.1533,0.1529,0.5152,0.8379,0.4945,0.4930193920871898,0.04775340676609141,0.47417551897082333,0.5147852918535931,0.9422529192798632,0.03678647773610699,0.779971126004901,0.9857733730651816,0.39231911430501265,0.6377623779019456,0.6967102814787998,0.5866636777256143,0.3159119592719612,0.5931317125931332,0.8541815635993594,0.24400536106270082,8
0.1403,0.5033,0.1935,0.19,0.1738,0.4881,0.4946,0.8479,0.8552,0.1978,0.8479,0.1598,0.1439,0.5225,0.8005,0.5136,0.6255894665295919,0.6227314044192173,0.4017047963301027,0.3571042876627455,0.9412811274725282,0.030776102282335405,0.32468205579713694,0.962500378729608,0.5195876542889983,0.4412325244096519,0.4572577549309463,0.3919620568917701,0.1461881411769443,0.5312068784011246,0.6795653326557928,0.4267774763026092,8
0.559,0.7686,0.3917,0.5089,0.4212,0.8636,0.756,0.879,0.1921,0.8316,0.1273,0.4649,0.9008,0.2024,0.8835,0.0753,0.9314977106331924,0.4752246078914324,0.9280545825548452,0.15932470847391267,0.2372149701994778,0.10295531032488603,0.4373259566795059,0.7217606473639534,0.7110938408121052,0.4934500664729191,0.4328933262828521,0.8978144422920753,0.38424077688785463,0.012858671722638791,0.8095446394998508,0.31233182788753827,9
0.5243,0.8733,0.454,0.5273,0.5008,0.819,0.8468,0.836,0.075,0.7631,0.167,0.5526,0.8805,0.1604,0.8101,0.2155,0.22582018537256987,0.5845238398481687,0.050166570686350775,0.443909571163401,0.16905220156182676,0.594983965906823,0.8356079381718234,0.4318126825476053,0.4364393062729283,0.3746476981017887,0.18308814770418944,0.21833592095689136,0.785660115650569,0.32934730206995594,0.46343637200165233,0.3960954771306304,9
0.565,0.7883,0.4557,0.5233,0.4453,0.888,0.9005,0.754,0.0906,0.8742,0.2481,0.5219,0.7584,0.1098,0.9141,0.2535,0.12046956600179903,0.5684105943998643,0.7347222720040453,0.5070579332561632,0.3244284707332886,0.6247208745281662,0.7192702521062837,0.9244803647453453,0.41947035097314694,0.8551221112057391,0.907448557031642,0.8586741034102111,0.37165390987895663,0.6636057638642612,0.6799817374807982,0.4899011582355757,9
0.5607,0.8193,0.5264,0.4622,0.4798,0.8643,0.8891,0.8692,0.1503,0.7965,0.1877,0.4374,0.8159,0.222,0.8804,0.1216,0.27212974751220065,0.048352386276054315,0.86460711714755,0.7262119741033829,0.2614559226261758,0.7388444763024028,0.5026028077299944,0.13017297618965928,0.5767641367143945,0.8253908984286302,0.7920609234651385,0.6654636052566175,0.9066931172824042,0.2528626168232882,0.16010352582843845,0.7196112589566075,9
0.5069,0.8465,0.5347,0.4769,0.5114,0.8276,0.7943,0.8604,0.1919,0.8668,0.1208,0.4968,0.7903,0.1372,0.8402,0.1943,0.38831079732575546,0.3076810224967911,0.6221512289201486,0.624122725740294,0.1343158680054206,0.7601876615061083,0.833264576691961,0.25766239143320346,0.2753826374003497,0.09564431335869347,0.3312078010741857,0.9258942466814409,0.558479393567748,0.08572518772091843,0.3302035465540047,0.2088736638082315,9
0.5789,0.8143,0.5033,0.4582,0.387,0.8235,0.8378,0.7598,0.0852,0.7385,0.0575,0.3941,0.7718,0.0975,0.9493,0.1373,0.85244365999445,0.3456151166853212,0.1531763607231813,0.722696482824971,0.02113656510957984,0.23018180117434794,0.45005770973961046,0.34426503064590475,0.7929004602712758,0.6076439014132297,0.6227683597331405,0.6368872288963563,0.21898809249415774,0.11402300940430084,0.7290657743286675,0.6714567809374702,9
0.4877,0.7964,0.516,0.539,0.4776,0.787,0.7969,0.8761,0.1615,0.894,0.1927,0.4673,0.8261,0.1033,0.8291,0.1902,0.1714099194831944,0.9850388959440727,0.5723319097384694,0.8286776900081065,0.15208962819695704,0.12326871404896678,0.5573640430172482,0.03179854652597991,0.44550104289025516,0.34137741171876596,0.5909028163262118,0.05235721577253347,0.5529086353425667,0.8170094357783385,0.4525967778679757,0.3256137843188604,9
0.4582,0.7142,0.4863,0.5756,0.5247,0.7352,0.922,0.9511,0.1803,0.9379,0.0955,0.4569,0.7381,0.1221,0.837,0.1036,0.9906897787714712,0.365067447022308,0.41683956669331845,0.7987746736363892,0.1954448742116155,0.24397635698582987,0.11882272023466334,0.27386470743479663,0.6546957873091629,0.6887207413316141,0.4023760528554033,0.6159355418109053,0.8219133935932058,0.789599248058489,0.894898966396558,0.9790344226133372,9
0.4969,0.852,0.4916,0.5166,0.5184,0.8375,0.8454,0.8522,0.1529,0.8483,0.1659,0.5015,0.8362,0.1646,0.8524,0.1697,0.35383096406242576,0.352057061245994,0.7746747885761343,0.5851709502875077,0.09150300043862569,0.8271351199360031,0.18101119941737842,0.6006820974663531,0.6296434219304292,0.4293722544814966,0.726620493457992,0.31509634920394275,0.6784152007443964,0.33248970083086127,0.21078330547486424,0.2636110332571951,9
0.4935,0.8269,0.4874,0.5509,0.5362,0.7988,0.7944,0.8629,0.1908,0.8867,0.1782,0.4624,0.824,0.1365,0.8773,0.1683,0.019296547800146446,0.6700992186900158,0.5101184423952668,0.8663514354047065,0.5099926372218889,0.2523409762796993,0.0675699158426345,0.29361402345337895,0.34890950611042726,0.5601004041613482,0.9190954134404362,0.5572584830244958,0.6180691124162837,0.3252726939273207,0.9076682570313325,0.40885823279433403,9
0.5559,0.8456,0.6008,0.4449,0.4276,0.759,0.7962,0.8638,0.0645,0.7915,0.0673,0.5721,0.7347,0.1681,0.9267,0.2449,0.927475904405831,0.8293040543432506,0.34399649933357934,0.2522320785518859,0.5024238850417091,0.9796523557725823,0.6296666167158483,0.7094421299628842,0.5166459467189195,0.5346045917132055,0.2192708336946312,0.3854132360423066,0.7132962691891558,0.4622741114215836,0.21763921323109153,0.644047198282247,9
0.4829,0.8387,0.4987,0.5069,0.506,0.8277,0.8316,0.8531,0.175,0.8145,0.1819,0.4846,0.8199,0.1597,0.8216,0.1749,0.11178068372879457,0.9048317177895382,0.36751519044153114,0.21478804275832397,0.5421967162906214,0.22734371700213551,0.7907159730702371,0.5209568420458142,0.4585622510749836,0.3883240655580996,0.2741109260077058,0.4186355396449525,0.27553406444007494,0.870606340141832,0.15425890988822633,0.5006575917451781,9
0.5133,0.8396,0.5555,0.5221,0.4372,0.7667,0.7915,0.8178,0.1094,0.887,0.1568,0.4423,0.789,0.2323,0.7657,0.2075,0.5549685319643172,0.9144893776353833,0.46317004231502545,0.6909017002355523,0.449803395765185,0.4961105278921144,0.35952669720518127,0.615423949685485,0.5091306769725961,0.6887775401124603,0.40892378930179846,0.6624937702365734,0.16893653906645098,0.5413795773011152,0.6820717401805766,0.52429391616625,9
0.4639,0.8516,0.501,0.4655,0.5006,0.8039,0.8151,0.8531,0.1854,0.856,0.1529,0.4744,0.8234,0.138,0.8691,0.1339,0.17539233514526498,0.7890584422402406,0.26012845125370365,0.3244105649948761,0.6009243767912348,0.7228667597811496,0.23723033124595805,0.5374630999568323,0.3824405824564898,0.19463161457882125,0.7282164035904574,0.6334074567378021,0.5235181685693164,0.5621264875236116,0.2809971628294726,0.6698749495650366,9
0.4608,0.8351,0.5153,0.4929,0.4874,0.7952,0.854,0.8655,0.1726,0.8092,0.2027,0.474,0.868,0.1302,0.8187,0.147,0.6325350642386809,0.5222395577856274,0.8710811967132993,0.4122821141154934,0.9462195018731772,0.21358001778981073,0.19926445730246334,0.8835789343709471,0.5972953083188567,0.6483481635426942,0.23316825534878316,0.20335247682742588,0.6511002512843842,0.8578872616617074,0.4242910647526797,0.6441928164719491,9
0.466,0.7605,0.5328,0.5278,0.4506,0.8517,0.7932,0.7957,0.1993,0.8045,0.1325,0.4414,0.8981,0.234,0.873,0.1287,0.13052772492207199,0.7467116590906681,0.7957155688230958,0.7757284292205507,0.8043376254861203,0.4293613047446967,0.6848964476547899,0.6302466976802699,0.611040203588802,0.6300783564764644,0.8047823664886946,0.23472281333856904,0.7618253797281828,0.34275376236097305,0.6844635957828659,0.28198194030344476,9
0.4304,0.8911,0.5416,0.4046,0.5037,0.8443,0.8575,0.8153,0.1449,0.7785,0.125,0.4614,0.7886,0.0835,0.8422,0.1634,0.01757427190662364,0.5183798576296803,0.4290342117711069,0.6664800688252676,0.08461663188285018,0.11784475723437249,0.716683968198525,0.06590771243506954,0.5812780151715105,0.6235210129306418,0.09886996366715844,0.18824520096664582,0.5350248501764289,0.5306538890319128,0.6885453430080349,0.1174072212631475,9
0.4369,0.8979,0.5932,0.5648,0.6041,0.7867,0.9162,0.819,0.0873,0.8352,0.2938,0.4582,0.7777,0.0807,0.7862,0.0956,0.523173033488822,0.5343885033330829,0.8119634679517974,0.4403850677030837,0.20496377189542925,0.3276976696604673,0.09078959640854067,0.7395627409034373,0.5747922178619993,0.4195492990021118,0.2929275271630561,0.584808114696219,0.7558181395712192,0.7423060140277921,0.5263683135976134,0.4456519465214248,9
0.4996,0.8321,0.4974,0.5002,0.5027,0.8293,0.8335,0.837,0.1648,0.8332,0.1627,0.4988,0.8314,0.169,0.8329,0.1636,0.06894144984101935,0.6336767022814767,0.4484332099760251,0.6436205990906713,0.14914755919278,0.7985515237994445,0.5723588873293471,0.7224449147248205,0.4581868817551282,0.8074397983170261,0.7577686762115976,0.5767298511397368,0.33412819222228024,0.6998654557772934,0.2514492407025476,0.1997221811843213,9
0.4809,0.8562,0.5456,0.4695,0.4504,0.8516,0.8279,0.8413,0.1345,0.8786,0.1752,0.532,0.8833,0.1801,0.7761,0.2198,0.29633750641262546,0.27327667291738533,0.35403268947905375,0.40898788505521155,0.08076185691229876,0.24965602602583292,0.5551455863561563,0.6513832613071284,0.13284043063480874,0.4968606536878116,0.5788695478857462,0.43902261803550396,0.8757228536794774,0.3345494929045838,0.11647762264157356,0.613974562337829,9
0.5152,0.7978,0.5267,0.4562,0.531,0.8013,0.8775,0.7912,0.1757,0.7873,0.1698,0.5471,0.8472,0.2066,0.8227,0.1239,0.9812884263221904,0.5018807501837205,0.20407756242030306,0.18989891288198035,0.2949639060630914,0.8713833105219603,0.25382078759992055,0.36596038151395127,0.7598604856435496,0.8792987924603438,0.3324037058771982,0.15957687180331798,0.5418707300729105,0.2831568236314326,0.3990598834643011,0.24620293502255897,9
0.5206,0.8035,0.4942,0.4808,0.5272,0.8648,0.8335,0.8195,0.129,0.7992,0.1421,0.5265,0.8215,0.1919,0.7936,0.1762,0.541879453908844,0.5359549240695327,0.8770529587186786,0.19413221788457935,0.49967565987797247,0.25585629372222796,0.6377813389704393,0.8388559193869786,0.45179024913206633,0.2446690540929798,0.22898088670692765,0.2069947142975672,0.2240427820782259,0.6555697375030002,0.39377679820696837,0.39942588740152213,9
0.5449,0.7781,0.4262,0.4446,0.4743,0.8399,0.8126,0.7457,0.1101,0.793,0.1644,0.5713,0.9131,0.2146,0.829,0.2308,0.5986906892859873,0.16383634273389114,0.48584644511509323,0.19773144468548243,0.5465626105438832,0.010585727899667274,0.2772397835689585,0.38869848651669814,0.3448897104641202,0.8219565092194124,0.7844267881916905,0.7365404401978001,0.12079264229073346,0.576627970577438,0.7170243168147135,0.335723383362335,9
0.5434,0.7259,0.5808,0.4187,0.5039,0.7278,0.8509,0.7346,0.1282,0.8512,0.2523,0.444,0.8929,0.1734,0.7337,0.1838,0.145599424640812,0.6887669575897911,0.01929590966441419,0.9953119250056395,0.8255381215429518,0.24770402209511533,0.5413314450352275,0.3391533197210511,0.18814374028637787,0.32413849477629547,0.5552701259880498,0.4230135798706269,0.6434886506182372,0.2786406773704115,0.057688481261211746,0.24012378377095864,9
0.5855,0.7822,0.5178,0.4206,0.572,0.8337,0.9137,0.7891,0.1146,0.9013,0.1133,0.509,0.877,0.2226,0.9328,0.1423,0.4477166654202125,0.18911390236878511,0.23551997346240472,0.7134983535642416,0.11603646468415219,0.4670619932124195,0.805869227507425,0.7359933538333208,0.5003473420231607,0.5071065237485413,0.39242028035041326,0.36441832508310046,0.40846194978778383,0.6718892101907734,0.29614578899690025,0.6968304467105964,9
0.4267,0.7954,0.5189,0.4499,0.4175,0.7624,0.8744,0.8072,0.1996,0.9144,0.1383,0.4632,0.8894,0.2265,0.777,0.1854,0.8261079037778243,0.15865482234515238,0.7531491228012648,0.5718849048827989,0.20153479946919062,0.4154229198655982,0.47821035374042165,0.36573860063107655,0.7888327985309205,0.6712268328567726,0.5306117846725595,0.6965807395002912,0.18134711093316508,0.45827873235926053,0.8249316154908811,0.6218665159106451,9
0.4841,0.8493,0.5197,0.5178,0.5549,0.8493,0.8398,0.8868,0.1602,0.7859,0.205,0.4791,0.7776,0.1157,0.8576,0.1884,0.5225623505897429,0.888356487255063,0.9865127619473781,0.5316661069713101,0.40992713671483216,0.3399327123278081,0.9867423064489086,0.6913999449986689,0.5239434244338576,0.7883151159519883,0.5366846036004054,0.6919097847587022,0.24414057094550656,0.14150658194001123,0.6238283792005855,0.1634610495447039,9
0.5412,0.836,0.4457,0.4656,0.5886,0.7991,0.9142,0.8202,0.1563,0.8463,0.1213,0.5188,0.7782,0.088,0.8235,0.189,0.5004284813160527,0.6693142438410203,0.08192626360814792,0.2966445854126458,0.09999750632801852,0.7359068637786073,0.7116583403889123,0.9898283403711914,0.5723345354487764,0.2961559180092295,0.8167798621777147,0.42782650809327527,0.6970968423713747,0.559066663478613,0.32253423789898733,0.07254629766040639,9
0.5199,0.8419,0.4269,0.5334,0.55,0.9002,0.9033,0.8893,0.1993,0.7993,0.1342,0.5358,0.7719,0.2224,0.7759,0.1905,0.38893276215136763,0.9982417015149325,0.6846374995757456,0.766810133288677,0.41473845156180733,0.9108245615176401,0.7134257789670763,0.3315062957222279,0.08612078622863366,0.056715650355825445,0.4224376593500229,0.46961937344011867,0.9595721638719651,0.5782436961753076,0.3366427657188428,0.7987310258160083,9
0.5329,0.8759,0.4672,0.4852,0.5211,0.7767,0.6958,0.8059,0.1536,0.9163,0.2684,0.6342,0.77,0.2484,0.7123,0.1995,0.11597181202434514,0.5341486883706541,0.6813876382530253,0.38921695502144593,0.20718110411137314,0.5248400099204992,0.126500213991947,0.4089001983064334,0.6784959239296399,0.6633942930125021,0.7160088472766091,0.6048768726276894,0.5234036777952232,0.6930610914490002,0.8443961515353915,0.15996508526443784,9
0.5818,0.7343,0.4722,0.4938,0.3765,0.948,0.8425,0.862,0.1458,0.8954,0.1679,0.4343,0.949,0.1796,0.7665,0.2075,0.10506090969397053,0.795460856988837,0.5237652057891746,0.788569596953351,0.406460019529997,0.527291978764205,0.6556588373300452,0.6792651410551596,0.611885256111133,0.40242682430861026,0.5569150819783436,0.3398391068804255,0.152853690211551,0.6347387748396036,0.5803005134570887,0.7999117252680527,9
0.5067,0.8829,0.535,0.5469,0.4842,0.8625,0.8422,0.7871,0.1253,0.8369,0.2018,0.4467,0.8838,0.2057,0.8427,0.1312,0.38906011669382734,0.9484858266168029,0.23850089435884825,0.1638073774779062,0.4087585457566414,0.28086888279723765,0.7628779017514753,0.5245759344549458,0.6402213928222749,0.521002931989261,0.27921948638209804,0.5792144115799942,0.6426691899262902,0.7014700458308837,0.5659027742260552,0.6631784132418153,9
0.473,0.8128,0.5846,0.4477,0.4364,0.8376,0.8874,0.7983,0.2005,0.7451,0.0713,0.5305,0.8509,0.2234,0.872,0.1246,0.5852727366856468,0.6397172390796942,0.31183158014535384,0.7164972840439232,0.4753017206845789,0.32400396557155975,0.8285270141251103,0.4259867562450381,0.755451745089763,0.5364890980675017,0.2980600005771718,0.606552315756631,0.6814937946769735,0.29315022821828723,0.5666943253437726,0.39432267530289056,9
0.4177,0.8535,0.4648,0.4089,0.4154,0.7602,0.8069,0.9182,0.1802,0.8224,0.2342,0.5312,0.7767,0.1016,0.8656,0.0977,0.862593798026301,0.5919560715909721,0.7419844625569496,0.30606008586128575,0.8432133777687347,0.5222276706825381,0.9282874751759271,0.4607561943047631,0.41091924090007786,0.6511163629848158,0.6714562036833868,0.14345454470611116,0.721327008518333,0.6513037761428329,0.07681015642283197,0.26458816141978114,9
0.5954,0.7083,0.467,0.4224,0.5642,0.961,0.9078,0.8221,0.1955,0.9476,0.1743,0.5069,0.8245,0.1986,0.7985,0.1611,0.8928431125059015,0.03738151350196117,0.5104895646073635,0.907817930739117,0.7259783397269899,0.48185062190407624,0.1502674910466376,0.7524390423753674,0.6466544139903823,0.7256878436409755,0.2802189924685046,0.5894610123299708,0.19727216022357957,0.3817473146669307,0.24378697171091573,0.145965780833993,9
0.5044,0.9127,0.4645,0.5108,0.4226,0.8102,0.7624,0.8999,0.1909,0.8049,0.119,0.4103,0.864,0.2456,0.7452,0.1669,0.6069559583960601,0.7056862131629495,0.23115055354906644,0.9488080663913556,0.12503300999161737,0.422363773799766,0.9209704280356361,0.6645619021531364,0.07146580410560845,0.7659794884114605,0.7782607970080656,0.35231897005274443,0.9386050301687089,0.5158050285368546,0.37232099622387776,0.4333176886476777,9
0.5467,0.8802,0.5348,0.4554,0.4995,0.8443,0.798,0.7909,0.1216,0.8273,0.1596,0.4514,0.7916,0.1741,0.8149,0.197,0.505820772302672,0.2555830761708171,0.4607080086270049,0.47455587529625354,0.6105491043161128,0.6127535689170558,0.04094066145666109,0.08971049757735594,0.2857383382281354,0.6128187755836555,0.5653812869885064,0.4007717228347199,0.126129840637023,0.6425442757736777,0.6041425896482338,0.34991324669032875,9
0.5111,0.7986,0.4381,0.5853,0.5112,0.7713,0.8439,0.7379,0.1607,0.8479,0.091,0.5313,0.7628,0.1746,0.916,0.2169,0.8719459742850052,0.7046395121239497,0.4333781911083603,0.057549947861641804,0.5861933071354798,0.5965299696889458,0.4818518229519879,0.26076182101198186,0.8464672913110525,0.7312748106903467,0.747137283969947,0.08030085591066782,0.35387903865903425,0.30376315336739385,0.7948142772772319,0.16983323717152393,9
0.487,0.9175,0.5091,0.4018,0.4922,0.9032,0.9144,0.8099,0.1842,0.8002,0.084,0.5336,0.7477,0.1946,0.831,0.1971,0.8198516351921503,0.5051270178325805,0.5965063638890521,0.7083600027025597,0.026150638873934207,0.8845283810429367,0.499290579003865,0.4798238320791466,0.1821960173290134,0.33208862148403,0.01753830418276148,0.5065065986941818,0.6192764593673552,0.5340586239159463,0.32252414075043867,0.633192852493557,9
0.4879,0.8287,0.5151,0.5132,0.5168,0.8305,0.8338,0.8114,0.1854,0.8135,0.1705,0.4817,0.8203,0.1727,0.8404,0.1784,0.6052083530333423,0.6432788177638858,0.012321407291783881,0.7758773052980755,0.38315747766057784,0.9134257441244283,0.6361382813107053,0.7239009042397542,0.92335636355735,0.039596397206057024,0.47210161527786376,0.3746794943934241,0.10804196336053572,0.9019612541134627,0.5810676078092045,0.43369436958691043,9
0.504,0.8371,0.4998,0.5123,0.5083,0.8274,0.8437,0.8341,0.1745,0.8201,0.1576,0.5064,0.8334,0.18,0.8371,0.1659,0.9484566782738046,0.40472436447768023,0.6345395039481114,0.3490775595718315,0.5601323124465182,0.12144981102500862,0.018552205788270215,0.9391400223738996,0.7084928392872675,0.23542895029835625,0.2604277506128001,0.5458385248335088,0.8704612420403731,0.4624334078685451,0.255825065282555,0.6645374316780422,9
0.5183,0.8495,0.47,0.4944,0.5246,0.8543,0.8233,0.8554,0.1678,0.809,0.1546,0.4992,0.8494,0.1559,0.8535,0.1454,0.8787335118240103,0.8447907132708934,0.14937224089494194,0.7907205576777679,0.1464764366485426,0.19999895799352174,0.04621814534633417,0.5088890185380934,0.17724369068035334,0.40287481367823286,0.6797429508932147,0.7517420666788022,0.5668901574210007,0.35794805650704825,0.9705834318055991,0.33775373497548056,9
0.5797,0.9038,0.5391,0.4693,0.4481,0.8679,0.8777,0.8889,0.244,0.9122,0.117,0.4713,0.8535,0.1004,0.8385,0.2173,0.499078317857257,0.9179438253215878,0.9451480800254278,0.72050239262784,0.14362741851605154,0.342923537980219,0.49492159380346046,0.49273662943366725,0.6638318323997064,0.20797418041132604,0.5588094423811368,0.14552268542800023,0.23545085747598582,0.32446176805501886,0.9207505004925411,0.12949353376742703,9
0.4776,0.799,0.5259,0.4447,0.5247,0.8138,0.7991,0.842,0.1253,0.8494,0.1086,0.4611,0.7895,0.2171,0.7892,0.1399,0.411298941877804,0.5786799534472293,0.8576594787420446,0.39095328520684725,0.09461805975482218,0.8961601762250369,0.3895012160649707,0.7091373034746535,0.9121520861599577,0.4264879610081022,0.751127843692389,0.8836790515083102,0.405274234565357,0.2026245297309642,0.3412784379093029,0.3017012519053477,9
0.5331,0.8021,0.5191,0.4523,0.4619,0.8037,0.8503,0.7724,0.1373,0.8292,0.1783,0.5281,0.8915,0.2245,0.8385,0.1959,0.7112824435995635,0.7907638852864893,0.9831939767817442,0.3524243917078954,0.9343415098455148,0.8325872661157419,0.6147754741030722,0.4280242109492719,0.7934422894647913,0.4971753141637173,0.6250947578491565,0.6191617910185805,0.47767168382609726,0.6823862005675753,0.23674839537510928,0.27631353852928553,9
0.5331,0.7953,0.4915,0.5039,0.4951,0.8259,0.8962,0.9092,0.2389,0.7741,0.1562,0.513,0.8808,0.1583,0.7839,0.2099,0.5783272930284751,0.6637948669940988,0.7436206794347254,0.07111113481987419,0.6599339719711856,0.475976064123004,0.28862783881782084,0.48999944493647907,0.8583333055169792,0.18885372687325208,0.6853887561496704,0.8862284858882684,0.5081486788619877,0.563702283143735,0.7345722440163165,0.46619434895793954,9
0.4115,0.9114,0.5779,0.3996,0.607,0.784,0.8145,0.8825,0.1433,0.8624,0.1335,0.3937,0.7823,0.1633,0.8349,0.2677,0.735020414000452,0.07450869126023152,0.9803010318619929,0.32673567293235506,0.7659996466500674,0.819087404196282,0.6020549475273599,0.6077873655274276,0.48636821846783573,0.28934376990508653,0.6719493578471036,0.648433607123531,0.7353508550287519,0.8382483887145813,0.5801770763205575,0.3671311833435664,9
0.5003,0.8324,0.4991,0.4998,0.499,0.8342,0.8342,0.8333,0.1666,0.833,0.1663,0.4996,0.8337,0.1666,0.8329,0.1659,0.341594583419249,0.516068295634099,0.6931333808463161,0.8396303364902618,0.6278585339689803,0.4327335295253618,0.686063409645966,0.4450266628981826,0.12689037614097412,0.43456816744876775,0.5607659944443584,0.1734968732278771,0.6888499179867217,0.6265545343562634,0.6240531979537662,0.14051352586257432,9
